D-q401_soilTexture,D-q402_drainClass,D-q403_soilPerception,D-q409_varType,D-q421_seedSource,E-q5105_statSHC,E-q5101_FYM,E-q5104_applyMineralFert,G-q5301_irrigAvail,G-q5305_irrigTimes,I-q5502_droughtSeverity,I-q5505_weedSeverity,I-q5506_insectSeverity,I-q5507_insecticides,I-q5509_diseaseSeverity,I-q5510_pesticides,I-q5512_lodgingPercent,J-herbAppTimes,J-manualWeedTimes,L-cropDurationDays,L-q602_harvestMethod,L-q604_threshing,L-tonPerHectare,D-q410_varName,q415_seedingSowingTransDate,F-q5287_fertOnTime,A-q102_state
2,3,2,2,4,0,0,1,1,2,2,2,2,1,2,0,5,0,2,126,1,1,4.0,1,3,2,1
2,3,2,2,3,0,0,1,1,3,1,1,1,0,0,0,5,0,1,121,1,2,3.0,4,2,2,1
2,3,2,2,1,2,1,1,1,3,0,2,0,0,0,0,0,1,0,137,3,0,4.2,1,2,2,1
2,3,2,2,4,0,1,1,1,2,1,2,1,0,1,0,0,0,0,124,1,1,2.8,0,3,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,0,0,121,3,0,2.4,0,3,2,1
2,3,2,2,4,0,0,1,1,4,2,2,2,1,1,0,0,1,0,122,1,1,2.5,3,3,2,1
2,3,2,2,4,0,0,1,1,4,2,2,2,0,2,0,5,0,0,141,1,2,3.2,0,2,2,1
2,3,2,2,4,0,0,1,1,4,0,2,0,0,2,0,5,1,0,126,3,0,3.2,4,2,2,1
2,3,2,2,3,0,0,1,1,3,2,2,0,0,0,0,0,0,0,121,3,0,3.2,0,3,2,1
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,10,1,0,124,3,0,4.0,5,3,2,1
2,3,2,2,4,0,0,1,1,3,2,2,3,1,2,0,5,1,0,120,1,2,4.0,5,3,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,0,0,0,0,1,127,3,0,2.8,1,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,5,1,1,132,1,2,2.4,1,3,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,1,0,5,1,0,131,1,1,2.4,5,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,10,0,1,124,1,2,3.2,0,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,3,0,2,0,10,0,0,125,1,2,2.4,0,2,2,1
2,3,2,2,4,0,0,1,1,4,2,2,2,0,2,0,5,0,1,135,1,2,2.8,1,2,2,1
2,3,2,2,4,1,0,1,1,3,0,2,0,0,0,0,0,1,0,107,3,0,2.6,4,1,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,0,1,124,1,2,2.13,0,3,2,1
2,3,2,2,4,0,0,1,1,4,2,2,0,0,2,0,10,1,0,126,1,2,2.8,0,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,1,0,122,1,2,2.4,1,3,2,1
2,3,2,2,3,0,0,1,1,2,2,2,2,0,2,0,5,0,1,145,3,0,3.2,0,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,0,0,129,1,2,3.6,1,3,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,1,2,0,5,1,0,127,3,0,3.2,0,2,2,1
2,3,2,2,4,0,0,1,1,3,1,2,0,0,2,1,0,0,0,121,1,2,3.2,0,3,2,1
2,3,2,2,4,0,0,1,1,4,2,2,2,1,0,0,5,1,0,126,1,2,2.8,0,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,0,0,5,0,1,127,3,0,2.67,4,2,2,1
3,3,2,2,3,0,0,1,1,3,2,1,1,0,1,0,5,0,0,136,3,0,3.07,5,2,2,1
2,3,2,2,4,0,0,1,1,4,2,2,2,0,2,0,5,0,1,126,1,2,2.67,0,3,2,1
2,3,2,2,4,0,0,1,1,4,2,0,0,0,1,0,5,0,0,124,3,0,2.4,3,3,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,0,0,129,1,2,3.6,1,3,2,1
2,2,2,2,4,0,0,1,1,2,1,1,1,0,1,0,10,1,0,140,1,2,2.4,5,2,2,1
3,3,2,2,3,0,0,1,1,2,2,2,1,0,1,0,5,0,1,136,3,0,2.4,0,2,2,1
2,3,2,2,4,2,0,1,1,1,1,1,1,1,1,0,40,1,0,131,3,0,1.87,1,2,2,1
2,3,3,2,2,0,0,1,1,3,1,1,0,0,0,0,10,0,0,119,1,2,2.8,1,3,2,1
2,3,2,2,5,0,0,1,1,3,1,1,1,0,1,0,0,0,0,116,3,0,2.2,6,3,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,1,1,0,0,1,0,136,1,2,2.8,3,2,2,1
2,3,2,2,3,0,0,1,1,2,0,1,0,0,0,0,5,0,0,141,3,0,3.2,0,2,2,1
2,3,2,2,4,0,0,1,1,3,1,1,1,0,0,0,10,0,0,115,3,0,2.4,6,3,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,5,0,0,114,1,2,2.8,0,3,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,5,0,0,136,1,2,3.2,4,2,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,5,1,0,153,1,2,3.2,4,2,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,1,1,1,0,1,2,116,3,0,1.6,0,3,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,5,0,0,141,1,2,3.2,0,2,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,0,1,0,140,1,2,3.2,4,2,2,1
2,3,2,2,3,0,0,1,1,4,1,1,1,1,1,0,10,1,1,125,3,0,2.4,3,2,2,1
2,3,2,2,4,0,0,1,1,4,0,1,1,1,1,1,5,0,1,144,1,1,3.8,0,2,2,1
2,2,2,2,3,0,0,1,1,2,1,2,1,1,0,0,20,1,0,126,1,1,2.8,1,2,2,1
2,2,2,2,5,0,0,1,1,2,1,1,1,0,1,0,30,0,1,111,1,1,2.0,1,3,2,1
2,3,2,2,5,0,0,1,1,3,2,2,2,0,2,0,20,0,0,112,1,1,2.67,1,3,2,1
3,3,2,2,3,0,0,1,1,2,2,2,1,0,1,0,5,0,1,136,3,0,2.0,0,2,2,1
2,2,2,2,5,0,0,1,1,2,2,2,2,0,1,0,10,0,2,121,1,1,2.33,0,3,2,1
2,3,2,2,3,0,0,1,1,3,0,1,0,0,0,0,5,1,0,141,1,2,3.0,0,2,2,1
2,3,2,2,2,0,0,1,1,2,1,1,1,0,1,0,0,1,0,141,1,2,3.2,2,2,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,5,0,2,143,1,2,3.2,0,2,2,1
2,3,2,2,4,0,0,1,1,3,1,1,1,1,1,0,5,1,0,146,1,2,3.6,0,1,2,1
2,3,2,2,4,0,0,1,1,3,1,1,1,0,1,0,5,0,0,149,1,2,3.6,4,2,0,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,0,1,0,156,1,2,2.2,3,1,2,1
2,2,2,2,4,0,0,1,0,0,3,3,3,0,0,1,100,2,0,106,1,1,1.6,0,1,2,1
2,2,2,2,5,0,0,1,1,2,1,0,1,0,1,0,20,0,0,125,1,1,1.36,1,2,2,1
1,3,3,2,5,0,1,1,1,3,1,2,1,0,1,0,5,1,0,118,3,0,2.88,1,3,1,1
2,3,2,2,2,0,0,1,1,3,2,2,2,1,1,0,0,1,0,118,3,0,2.86,3,3,2,1
2,3,2,2,4,0,0,1,1,3,1,1,1,0,1,0,5,1,0,143,3,0,3.0,5,2,2,1
2,3,2,2,4,0,0,1,1,3,1,1,0,0,1,0,10,0,0,135,1,2,2.4,0,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,1,2,0,5,0,2,138,1,1,2.6,0,2,2,1
1,2,2,2,4,0,0,1,1,4,1,1,1,0,1,0,10,0,0,136,1,1,2.4,1,2,2,1
3,3,2,2,3,0,0,1,1,2,1,2,2,1,1,0,10,1,0,147,3,0,1.14,0,2,2,1
2,3,2,2,4,0,0,1,1,4,0,1,1,0,1,0,0,0,1,143,3,0,3.2,1,2,2,1
2,3,2,2,5,0,0,1,1,2,3,2,1,0,0,0,0,0,0,115,2,1,1.6,0,3,2,1
2,3,2,2,4,0,0,1,1,3,0,3,3,1,0,0,0,1,0,125,1,1,2.67,0,2,2,1
2,3,2,2,4,0,0,1,1,2,0,0,0,0,0,0,0,0,1,148,1,1,2.4,0,2,2,1
2,3,2,2,4,0,0,1,1,2,0,1,1,1,1,0,0,1,0,147,1,1,3.2,5,2,2,1
2,3,2,2,4,0,0,1,1,2,0,1,0,0,0,0,5,1,1,124,3,0,3.2,1,2,2,1
2,3,2,2,4,0,0,1,1,2,0,0,0,0,0,0,0,0,1,130,1,1,2.56,5,2,2,1
2,3,2,2,4,0,0,1,1,2,0,1,1,0,0,0,0,0,1,124,1,1,2.4,1,2,2,1
2,3,2,2,4,0,0,1,1,2,0,0,0,0,0,0,0,0,1,127,1,1,2.8,4,2,2,1
2,3,2,2,4,0,0,1,1,2,0,0,0,0,0,0,0,0,1,132,1,1,3.2,0,2,2,1
2,3,2,2,4,0,0,1,1,2,0,1,1,0,0,0,0,0,1,112,3,0,2.0,0,1,2,1
2,3,2,2,4,0,0,1,1,2,0,0,1,0,1,0,0,0,1,156,1,2,3.25,0,2,2,1
2,3,2,2,3,0,0,1,1,2,1,1,1,0,1,0,0,0,1,147,1,1,4.91,5,2,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,0,0,1,142,3,0,2.6,5,1,2,1
2,3,2,2,4,0,0,1,1,3,1,1,1,0,1,0,5,0,0,139,3,0,2.67,4,2,2,1
2,3,2,2,4,0,0,1,1,2,0,1,1,0,1,0,0,0,0,137,1,1,3.2,0,2,2,1
1,3,2,2,4,0,0,1,1,5,1,1,1,0,1,0,10,0,1,147,1,1,4.25,1,1,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,1,2,0,5,0,2,131,1,1,3.2,1,2,2,1
2,2,2,2,4,0,0,1,1,2,2,1,1,0,2,0,5,0,0,135,1,2,2.8,4,2,2,1
2,3,2,2,4,0,0,1,1,3,1,1,1,0,1,0,0,1,0,139,3,0,3.0,0,2,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,10,0,0,141,1,2,1.6,0,2,2,1
2,3,2,2,4,0,0,1,1,3,1,1,1,0,1,0,10,1,0,126,3,0,1.88,1,2,2,1
2,3,2,2,4,0,0,1,1,3,1,1,1,0,1,0,5,0,1,126,3,0,4.0,1,2,2,1
2,3,2,2,3,0,0,1,1,3,1,1,0,0,1,0,0,0,0,135,1,2,2.27,6,2,2,1
2,3,2,2,3,0,0,1,1,3,1,1,1,0,1,0,0,0,0,143,1,2,2.8,5,2,2,1
2,3,2,2,4,0,0,1,1,3,2,1,1,0,1,0,5,1,0,119,1,2,3.0,2,3,2,1
2,3,2,2,3,0,0,1,1,2,1,1,1,0,2,0,10,0,0,136,1,2,1.71,0,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,1,2,0,5,0,2,141,1,1,2.4,0,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,1,1,0,5,0,2,141,1,1,2.64,0,2,2,1
2,3,2,2,3,0,0,1,1,3,0,1,1,0,0,0,10,0,1,126,1,2,2.2,0,3,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,10,0,0,120,3,0,2.46,0,3,2,1
2,3,2,2,3,0,0,1,1,3,1,1,1,0,1,0,10,1,0,126,3,0,2.08,0,2,2,1
2,3,2,2,3,0,0,1,1,3,1,1,1,0,1,0,5,1,0,118,1,1,2.8,0,2,2,1
2,2,2,2,4,0,1,1,1,4,0,1,3,1,1,0,20,1,1,143,3,0,4.0,5,2,2,1
2,3,2,2,5,0,1,1,1,3,1,1,1,0,1,0,10,0,1,126,1,1,3.2,5,2,2,1
2,3,2,2,4,0,1,1,1,3,1,3,0,0,0,0,10,1,0,109,1,2,2.4,4,3,2,1
2,3,2,2,3,0,0,1,1,2,1,1,1,1,0,0,0,1,1,127,1,2,1.6,4,2,2,1
2,3,2,2,3,0,0,1,1,3,2,2,2,0,2,0,5,0,1,133,3,0,2.0,0,2,2,1
2,3,2,2,3,0,0,1,1,2,1,1,1,0,1,0,10,1,0,131,1,1,2.8,0,3,2,1
2,3,2,2,2,0,1,1,1,3,0,1,0,0,0,0,10,0,1,123,1,2,3.2,4,2,2,1
2,3,2,2,4,0,0,1,1,3,3,1,1,1,2,0,10,0,2,147,1,2,3.4,1,1,2,1
2,3,2,2,3,0,0,1,1,2,0,1,0,0,0,0,5,1,0,141,3,0,3.0,0,2,2,1
2,3,2,2,4,0,0,1,1,3,1,1,0,0,0,0,10,0,0,126,1,2,2.4,1,2,2,1
2,3,2,2,4,0,0,1,1,3,0,1,1,1,0,0,0,1,0,131,3,0,3.0,0,2,2,1
2,3,2,2,4,0,0,1,1,2,0,1,1,1,1,0,10,0,0,114,3,0,1.6,0,3,2,1
2,3,2,2,3,0,0,1,1,2,1,3,0,0,0,0,10,1,0,121,3,0,2.74,5,3,2,1
2,4,2,2,4,0,0,1,1,2,1,1,1,0,0,0,0,0,0,99,1,1,1.33,0,1,2,1
2,3,2,2,3,0,0,1,1,3,1,1,1,0,0,0,10,0,0,118,3,0,1.92,4,3,2,1
2,4,2,2,4,0,0,1,1,4,1,1,1,0,1,0,5,0,0,121,3,0,2.88,1,3,2,1
2,3,2,2,4,0,0,1,1,3,1,1,1,0,1,0,5,0,0,126,1,1,2.2,0,3,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,10,0,0,124,3,0,2.2,3,2,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,10,1,1,122,3,0,3.0,6,3,2,1
2,3,2,2,4,0,0,1,1,3,1,1,1,0,1,0,10,0,0,121,1,1,2.4,1,3,2,1
2,3,2,2,3,0,0,1,1,3,1,1,1,0,1,0,10,0,0,126,1,1,2.2,0,2,2,1
2,4,2,2,4,0,1,1,1,3,1,1,1,0,1,0,5,1,0,126,3,0,3.2,3,2,2,1
2,4,2,2,4,0,0,1,1,3,1,1,1,0,1,0,10,1,0,115,3,0,2.4,3,2,2,1
2,3,2,2,4,0,0,1,1,2,0,2,2,1,2,1,30,1,0,126,3,0,2.4,1,3,2,1
2,3,2,2,3,0,0,1,1,3,0,2,2,0,2,0,20,0,0,119,3,0,3.2,1,3,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,0,0,1,123,3,0,2.67,1,3,2,1
2,3,2,2,4,0,0,1,1,3,0,1,1,0,1,0,0,0,2,119,1,2,2.8,1,3,2,1
2,3,2,2,3,0,0,1,1,3,0,0,0,0,1,0,0,1,0,127,3,0,4.0,1,2,2,1
2,3,2,2,2,0,1,1,1,2,0,1,1,0,1,0,0,0,1,138,1,1,1.92,0,2,2,1
2,3,2,2,3,0,0,1,1,2,0,0,0,0,0,0,0,1,0,142,1,1,4.0,1,2,0,1
2,3,2,2,3,0,0,1,1,3,0,0,0,0,0,0,0,1,0,129,1,1,1.92,4,2,2,1
2,3,2,2,4,0,0,1,1,3,0,0,0,0,0,0,0,0,2,132,1,2,2.8,1,2,2,1
2,3,2,2,2,0,1,1,1,2,0,1,1,0,1,0,5,0,0,151,1,1,3.2,6,2,2,1
2,3,2,2,2,0,0,1,1,3,0,1,0,0,0,0,0,1,0,143,1,1,3.2,4,2,2,1
2,3,2,2,2,0,0,1,1,2,0,1,1,0,1,0,0,0,1,121,1,1,2.2,3,3,2,1
2,3,2,2,3,0,0,1,1,4,1,1,1,0,1,0,0,0,1,118,3,0,3.2,5,3,2,1
2,3,2,2,4,0,0,1,1,2,0,1,1,1,1,1,30,1,0,119,3,0,1.2,1,3,2,1
2,3,2,2,4,0,0,1,1,3,3,2,1,0,1,0,5,0,1,127,1,1,2.0,5,3,2,1
2,3,2,2,2,0,0,1,1,2,0,1,0,0,0,0,0,0,1,131,1,1,3.2,3,2,2,1
2,3,2,2,2,0,0,1,1,2,0,0,0,0,0,0,0,0,1,128,1,1,3.0,1,2,2,1
2,3,2,2,4,0,0,1,1,3,1,1,1,0,0,0,0,0,0,120,3,0,2.4,1,3,2,1
2,3,2,2,4,0,0,1,1,3,0,1,1,0,0,0,10,1,1,124,3,0,2.8,1,3,2,1
2,3,2,2,2,0,0,1,1,2,0,0,0,0,0,0,0,1,1,135,1,1,3.2,1,2,2,1
2,3,2,2,5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,149,1,1,1.6,0,2,2,1
2,3,2,2,2,0,0,1,1,2,0,1,1,0,0,0,0,0,1,125,1,1,3.0,3,2,2,1
2,3,2,2,2,0,0,1,1,2,0,0,0,0,0,0,0,0,1,126,1,1,3.4,4,3,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,1,1,0,5,0,1,132,1,1,2.0,3,3,1,1
2,3,2,2,4,0,0,1,1,3,0,1,1,0,0,0,0,0,0,148,3,0,2.8,1,2,2,1
2,3,2,2,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,137,1,1,2.5,1,2,2,1
2,3,2,2,5,0,0,1,1,2,0,0,1,0,0,0,0,0,0,131,1,1,2.4,0,2,2,1
2,3,2,2,4,0,1,1,1,4,1,1,1,0,1,0,5,1,1,139,1,2,2.8,0,2,2,1
2,3,2,2,2,0,0,1,1,2,0,1,1,0,1,0,5,1,1,134,3,0,3.33,0,2,2,1
2,3,2,2,2,0,0,1,1,3,1,1,1,1,1,0,0,1,1,138,1,2,2.0,2,2,2,1
2,3,2,2,2,0,1,1,1,3,0,1,1,0,1,0,5,0,0,141,1,1,2.4,4,2,2,1
3,3,2,2,3,0,0,1,1,3,2,1,1,0,1,0,5,0,0,135,3,0,3.07,5,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,0,1,0,118,3,0,3.6,0,3,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,0,1,0,123,3,0,2.4,1,3,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,0,1,0,126,3,0,3.4,1,2,0,1
2,3,2,2,1,0,0,1,1,3,2,2,2,0,2,0,5,0,0,121,1,1,2.4,1,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,0,0,120,1,1,2.4,6,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,0,1,0,131,1,1,3.2,1,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,0,0,128,1,1,2.33,1,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,1,0,126,1,1,2.8,0,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,0,0,0,126,1,1,2.8,6,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,0,0,131,1,1,2.63,0,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,0,1,127,1,1,2.83,0,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,1,0,129,1,1,3.2,0,2,2,1
2,3,2,2,4,0,1,1,1,4,2,2,2,0,2,0,0,1,0,129,3,0,3.2,0,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,0,0,0,129,1,1,2.0,0,2,2,1
2,3,2,2,4,0,1,1,1,3,2,2,2,0,2,0,5,1,0,136,1,1,2.8,0,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,0,1,120,3,0,2.6,1,3,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,0,0,0,124,1,1,3.2,5,2,2,1
2,3,2,2,4,0,1,1,1,2,2,2,2,0,2,0,10,0,0,120,1,1,2.0,0,3,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,0,0,0,137,1,1,2.8,0,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,0,0,0,127,1,1,2.4,0,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,0,0,0,127,1,1,2.2,0,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,0,0,0,121,1,1,2.8,0,3,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,0,5,1,0,121,1,1,2.73,0,3,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,5,1,0,119,1,1,3.0,0,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,5,1,0,121,1,1,2.6,0,3,2,1
2,2,3,2,1,0,0,1,1,1,1,2,0,0,1,0,0,0,0,107,3,0,1.6,1,1,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,0,0,0,126,1,1,2.2,0,2,2,1
2,3,2,2,1,0,0,1,1,3,2,2,2,0,2,0,5,0,0,121,1,1,2.4,1,3,2,1
2,3,2,2,5,0,1,1,1,2,2,2,2,0,0,0,5,1,0,147,2,2,3.3,1,2,2,1
3,2,2,2,4,0,0,1,1,3,0,2,0,0,0,0,0,1,0,152,1,2,5.5,4,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,0,0,0,0,5,1,0,146,1,2,3.85,4,2,2,1
3,2,2,2,5,0,0,1,1,2,0,2,1,0,0,0,50,0,1,153,1,2,3.85,4,2,2,1
3,4,2,2,1,0,0,1,1,2,0,1,0,0,0,0,0,1,0,160,1,2,3.3,1,1,2,1
3,2,2,2,4,0,0,1,1,4,0,1,0,0,0,0,20,1,0,138,1,2,4.4,0,1,2,1
3,2,2,2,4,0,1,1,1,2,0,1,0,0,0,0,0,0,0,159,1,2,4.4,4,1,2,1
2,3,2,2,4,0,1,1,1,2,0,2,0,0,0,0,0,1,0,147,1,2,4.4,0,1,2,1
2,3,2,2,4,0,0,1,1,2,0,3,1,0,0,0,0,1,0,128,1,2,4.4,4,2,2,1
2,4,2,2,4,0,1,1,1,3,0,2,0,0,0,0,0,1,0,148,1,2,4.95,0,1,2,1
2,3,2,2,4,0,1,1,1,2,1,3,2,0,0,0,0,1,0,167,1,2,3.3,0,1,2,1
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,152,1,2,3.67,6,1,2,1
2,3,2,2,4,0,1,1,1,3,1,3,0,0,0,0,5,0,1,153,1,2,3.3,4,1,2,1
2,4,2,2,4,0,0,1,1,3,0,3,0,0,0,0,0,1,0,149,1,2,2.2,4,2,2,1
2,3,2,2,4,0,0,1,1,2,2,1,1,0,1,0,10,1,0,152,1,2,3.3,0,1,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,0,0,5,1,0,147,1,2,3.3,1,2,2,1
2,3,2,2,4,0,0,1,1,3,1,2,0,0,0,0,20,1,0,154,1,2,2.75,0,1,2,1
2,4,2,2,4,0,1,1,1,3,1,3,0,0,1,0,5,1,0,152,1,2,3.3,1,2,2,1
2,3,2,2,1,0,0,1,1,2,0,3,0,0,0,0,5,1,0,151,1,2,4.17,1,2,2,1
2,3,2,2,1,0,1,1,1,1,2,2,0,0,0,0,40,1,0,154,1,2,4.0,1,1,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,10,1,0,132,1,2,4.4,4,2,2,1
2,3,2,2,1,0,0,1,1,1,2,1,0,0,1,0,40,1,0,132,1,2,3.3,1,2,2,1
2,3,2,2,4,0,1,1,1,3,0,3,0,0,0,0,50,0,0,148,1,2,2.75,4,2,2,1
2,3,2,2,4,0,0,1,1,1,0,3,2,0,0,0,10,1,0,155,1,2,2.75,4,2,2,1
3,2,2,2,4,0,0,1,1,2,0,2,2,0,0,0,30,1,0,151,1,2,4.4,4,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,70,1,0,147,1,2,2.75,0,2,2,1
2,4,2,2,4,0,0,1,1,1,0,2,2,0,0,0,5,1,0,153,1,2,4.4,4,2,2,1
2,3,2,2,4,0,0,1,1,1,0,2,2,0,2,0,5,1,0,151,1,2,1.65,4,2,2,1
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,150,1,2,2.75,0,2,2,1
2,3,2,2,4,0,0,1,1,3,2,3,2,0,2,0,5,1,0,148,1,2,2.75,1,2,2,1
2,4,2,2,4,0,0,1,1,1,0,2,0,0,0,0,20,0,0,149,1,2,2.75,4,2,2,1
2,4,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,152,1,2,2.2,4,2,2,1
2,3,2,2,4,0,0,1,1,3,2,0,0,0,0,0,90,1,0,155,1,2,2.75,4,2,2,1
2,3,2,2,4,0,1,1,1,2,0,2,0,0,2,0,60,0,0,147,1,2,2.75,4,2,2,1
2,3,2,2,4,0,1,1,1,2,0,2,0,0,0,0,5,0,0,148,1,2,2.75,4,2,2,1
2,4,2,2,4,0,0,1,1,3,0,2,0,0,0,0,5,1,0,153,1,2,3.3,4,1,2,1
2,3,2,2,4,0,0,1,1,2,0,2,0,0,2,0,0,0,1,153,1,2,3.54,0,2,2,1
2,3,2,2,4,0,0,1,1,1,2,2,2,0,0,0,10,1,0,144,1,2,2.75,4,2,2,1
2,3,2,2,4,0,0,1,1,2,0,2,2,0,2,0,10,1,0,146,1,2,2.75,4,2,2,1
2,2,2,2,4,0,1,1,1,3,0,2,0,0,0,0,5,1,0,151,1,2,2.75,0,1,2,1
2,2,3,2,4,0,0,1,1,2,0,3,0,0,0,0,10,1,0,149,1,2,3.0,4,2,2,1
2,3,2,2,4,0,1,1,1,2,2,0,0,0,0,0,5,1,0,136,1,2,4.58,4,2,1,1
2,3,2,2,1,0,0,1,1,3,1,2,2,0,0,0,5,0,0,154,1,2,2.57,1,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,0,0,0,0,5,1,0,152,1,2,2.75,4,2,2,1
3,4,2,2,4,0,0,1,1,3,2,2,0,0,0,0,20,0,1,147,1,2,3.58,4,2,2,1
3,2,2,2,4,0,1,1,1,3,0,1,0,0,0,0,10,1,0,155,1,2,3.3,0,1,2,1
3,2,2,2,4,0,1,1,1,2,0,1,0,0,0,0,5,1,0,150,1,2,5.5,0,2,2,1
2,4,2,2,1,0,1,1,1,3,2,3,1,0,0,0,40,1,0,145,1,2,2.38,0,1,2,1
2,2,2,2,4,0,1,1,1,2,0,2,0,0,0,0,0,0,0,151,1,2,2.75,4,2,2,1
3,2,2,2,4,0,1,1,1,2,0,3,1,1,0,0,20,1,0,145,1,2,3.85,6,1,2,1
3,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,154,1,2,4.4,4,2,2,1
2,3,2,2,4,0,1,1,1,2,2,1,0,0,0,0,5,0,0,149,1,2,2.75,4,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,10,1,0,145,2,2,3.44,1,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,0,0,10,1,0,153,2,2,3.93,1,2,2,1
2,3,2,2,4,0,0,1,1,2,1,2,0,0,0,0,50,0,1,156,1,2,4.4,0,1,2,1
2,2,2,2,4,0,0,1,1,2,0,0,0,0,0,0,60,0,0,151,2,2,2.5,4,2,2,1
2,3,2,2,4,0,1,1,1,2,0,0,0,0,2,0,5,0,0,146,2,2,2.84,1,2,2,1
2,4,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,150,1,2,3.3,0,2,2,1
2,3,2,2,4,0,0,1,1,2,2,2,2,0,2,0,20,1,0,149,2,2,3.67,1,2,2,1
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,150,1,2,2.83,4,2,2,1
2,3,2,2,4,0,1,1,1,3,2,2,2,0,0,0,20,0,1,148,2,2,3.85,4,2,2,1
